,location,date,total_cases,new_cases,total_deaths,new_deaths
100382,Poland,2020-03-04,1.0,1.0,,
100383,Poland,2020-03-05,1.0,0.0,,
100384,Poland,2020-03-06,5.0,4.0,,
100385,Poland,2020-03-07,5.0,0.0,,
100386,Poland,2020-03-08,11.0,6.0,,
100387,Poland,2020-03-09,16.0,5.0,,
100388,Poland,2020-03-10,22.0,6.0,,
100389,Poland,2020-03-11,31.0,9.0,,
100390,Poland,2020-03-12,49.0,18.0,1.0,1.0
100391,Poland,2020-03-13,68.0,19.0,2.0,1.0
100392,Poland,2020-03-14,103.0,35.0,3.0,1.0
100393,Poland,2020-03-15,119.0,16.0,3.0,0.0
100394,Poland,2020-03-16,177.0,58.0,4.0,1.0
100395,Poland,2020-03-17,238.0,61.0,5.0,1.0
100396,Poland,2020-03-18,251.0,13.0,5.0,0.0
100397,Poland,2020-03-19,355.0,104.0,5.0,0.0
100398,Poland,2020-03-20,425.0,70.0,5.0,0.0
100399,Poland,2020-03-21,536.0,111.0,5.0,0.0
100400,Poland,2020-03-22,634.0,98.0,7.0,2.0
100401,Poland,2020-03-23,749.0,115.0,8.0,1.0
100402,Poland,2020-03-24,901.0,152.0,10.0,2.0
100403,Poland,2020-03-25,1051.0,150.0,14.0,4.0
100404,Poland,2020-03-26,1221.0,170.0,16.0,2.0
100405,Poland,2020-03-27,1389.0,168.0,16.0,0.0
100406,Poland,2020-03-28,1638.0,249.0,18.0,2.0
100407,Poland,2020-03-29,1862.0,224.0,22.0,4.0
100408,Poland,2020-03-30,2055.0,193.0,31.0,9.0
100409,Poland,2020-03-31,2311.0,256.0,33.0,2.0
100410,Poland,2020-04-01,2554.0,243.0,43.0,10.0
100411,Poland,2020-04-02,2946.0,392.0,57.0,14.0
100412,Poland,2020-04-03,3383.0,437.0,71.0,14.0
100413,Poland,2020-04-04,3627.0,244.0,79.0,8.0
100414,Poland,2020-04-05,4102.0,475.0,94.0,15.0
100415,Poland,2020-04-06,4413.0,311.0,107.0,13.0
100416,Poland,2020-04-07,4848.0,435.0,129.0,22.0
100417,Poland,2020-04-08,5205.0,357.0,159.0,30.0
100418,Poland,2020-04-09,5575.0,370.0,174.0,15.0
100419,Poland,2020-04-10,5955.0,380.0,181.0,7.0
100420,Poland,2020-04-11,6356.0,401.0,208.0,27.0
100421,Poland,2020-04-12,6674.0,318.0,232.0,24.0
100422,Poland,2020-04-13,6934.0,260.0,245.0,13.0
100423,Poland,2020-04-14,7202.0,268.0,263.0,18.0
100424,Poland,2020-04-15,7582.0,380.0,286.0,23.0
100425,Poland,2020-04-16,7918.0,336.0,314.0,28.0
100426,Poland,2020-04-17,8379.0,461.0,332.0,18.0
100427,Poland,2020-04-18,8742.0,363.0,347.0,15.0
100428,Poland,2020-04-19,9287.0,545.0,360.0,13.0
100429,Poland,2020-04-20,9593.0,306.0,380.0,20.0
100430,Poland,2020-04-21,9856.0,263.0,401.0,21.0
100431,Poland,2020-04-22,10169.0,313.0,426.0,25.0
100432,Poland,2020-04-23,10511.0,342.0,454.0,28.0
100433,Poland,2020-04-24,10892.0,381.0,494.0,40.0
100434,Poland,2020-04-25,11273.0,381.0,524.0,30.0
100435,Poland,2020-04-26,11617.0,344.0,535.0,11.0
100436,Poland,2020-04-27,11902.0,285.0,562.0,27.0
100437,Poland,2020-04-28,12218.0,316.0,596.0,34.0
100438,Poland,2020-04-29,12640.0,422.0,624.0,28.0
100439,Poland,2020-04-30,12877.0,237.0,644.0,20.0
100440,Poland,2020-05-01,13105.0,228.0,651.0,7.0
100441,Poland,2020-05-02,13375.0,270.0,664.0,13.0
100442,Poland,2020-05-03,13693.0,318.0,678.0,14.0
100443,Poland,2020-05-04,14006.0,313.0,698.0,20.0
100444,Poland,2020-05-05,14431.0,425.0,716.0,18.0
100445,Poland,2020-05-06,14740.0,309.0,733.0,17.0
100446,Poland,2020-05-07,15047.0,307.0,755.0,22.0
100447,Poland,2020-05-08,15366.0,319.0,776.0,21.0
100448,Poland,2020-05-09,15651.0,285.0,785.0,9.0
100449,Poland,2020-05-10,15996.0,345.0,800.0,15.0
100450,Poland,2020-05-11,16326.0,330.0,811.0,11.0
100451,Poland,2020-05-12,16921.0,595.0,839.0,28.0
100452,Poland,2020-05-13,17204.0,283.0,861.0,22.0
100453,Poland,2020-05-14,17615.0,411.0,883.0,22.0
100454,Poland,2020-05-15,18016.0,401.0,907.0,24.0
100455,Poland,2020-05-16,18257.0,241.0,915.0,8.0
100456,Poland,2020-05-17,18529.0,272.0,925.0,10.0
100457,Poland,2020-05-18,18885.0,356.0,936.0,11.0
100458,Poland,2020-05-19,19268.0,383.0,948.0,12.0
100459,Poland,2020-05-20,19739.0,471.0,962.0,14.0
100460,Poland,2020-05-21,20143.0,404.0,972.0,10.0
100461,Poland,2020-05-22,20619.0,476.0,982.0,10.0
100462,Poland,2020-05-23,20931.0,312.0,993.0,11.0
100463,Poland,2020-05-24,21326.0,395.0,996.0,3.0
100464,Poland,2020-05-25,21631.0,305.0,1007.0,11.0
100465,Poland,2020-05-26,22074.0,443.0,1024.0,17.0
100466,Poland,2020-05-27,22473.0,399.0,1028.0,4.0
100467,Poland,2020-05-28,22825.0,352.0,1038.0,10.0
100468,Poland,2020-05-29,23155.0,330.0,1051.0,13.0
100469,Poland,2020-05-30,23571.0,416.0,1061.0,10.0
100470,Poland,2020-05-31,23786.0,215.0,1064.0,3.0
100471,Poland,2020-06-01,24165.0,379.0,1074.0,10.0
100472,Poland,2020-06-02,24395.0,230.0,1092.0,18.0
100473,Poland,2020-06-03,24687.0,292.0,1115.0,23.0
100474,Poland,2020-06-04,25048.0,361.0,1117.0,2.0
100475,Poland,2020-06-05,25410.0,362.0,1137.0,20.0
100476,Poland,2020-06-06,25986.0,576.0,1153.0,16.0
100477,Poland,2020-06-07,26561.0,575.0,1157.0,4.0
100478,Poland,2020-06-08,27160.0,599.0,1166.0,9.0
100479,Poland,2020-06-09,27560.0,400.0,1183.0,17.0
100480,Poland,2020-06-10,27842.0,282.0,1206.0,23.0
100481,Poland,2020-06-11,28201.0,359.0,1215.0,9.0
100482,Poland,2020-06-12,28577.0,376.0,1222.0,7.0
100483,Poland,2020-06-13,29017.0,440.0,1237.0,15.0
100484,Poland,2020-06-14,29392.0,375.0,1247.0,10.0
100485,Poland,2020-06-15,29788.0,396.0,1256.0,9.0
100486,Poland,2020-06-16,30195.0,407.0,1272.0,16.0
100487,Poland,2020-06-17,30701.0,506.0,1286.0,14.0
100488,Poland,2020-06-18,31015.0,314.0,1316.0,30.0
100489,Poland,2020-06-19,31316.0,301.0,1334.0,18.0
100490,Poland,2020-06-20,31620.0,304.0,1346.0,12.0
100491,Poland,2020-06-21,31931.0,311.0,1356.0,10.0
100492,Poland,2020-06-22,32227.0,296.0,1359.0,3.0
100493,Poland,2020-06-23,32527.0,300.0,1375.0,16.0
100494,Poland,2020-06-24,32821.0,294.0,1396.0,21.0
100495,Poland,2020-06-25,33119.0,298.0,1412.0,16.0
100496,Poland,2020-06-26,33395.0,276.0,1429.0,17.0
100497,Poland,2020-06-27,33714.0,319.0,1435.0,6.0
100498,Poland,2020-06-28,33907.0,193.0,1438.0,3.0
100499,Poland,2020-06-29,34154.0,247.0,1444.0,6.0
100500,Poland,2020-06-30,34393.0,239.0,1463.0,19.0
100501,Poland,2020-07-01,34775.0,382.0,1477.0,14.0
100502,Poland,2020-07-02,35146.0,371.0,1492.0,15.0
100503,Poland,2020-07-03,35405.0,259.0,1507.0,15.0
100504,Poland,2020-07-04,35719.0,314.0,1512.0,5.0
100505,Poland,2020-07-05,35950.0,231.0,1517.0,5.0
100506,Poland,2020-07-06,36155.0,205.0,1521.0,4.0
100507,Poland,2020-07-07,36412.0,257.0,1528.0,7.0
100508,Poland,2020-07-08,36689.0,277.0,1542.0,14.0
100509,Poland,2020-07-09,36951.0,262.0,1551.0,9.0
100510,Poland,2020-07-10,37216.0,265.0,1562.0,11.0
100511,Poland,2020-07-11,37521.0,305.0,1568.0,6.0
100512,Poland,2020-07-12,37891.0,370.0,1571.0,3.0
100513,Poland,2020-07-13,38190.0,299.0,1576.0,5.0
100514,Poland,2020-07-14,38457.0,267.0,1588.0,12.0
100515,Poland,2020-07-15,38721.0,264.0,1594.0,6.0
100516,Poland,2020-07-16,39054.0,333.0,1605.0,11.0
100517,Poland,2020-07-17,39407.0,353.0,1612.0,7.0
100518,Poland,2020-07-18,39746.0,339.0,1618.0,6.0
100519,Poland,2020-07-19,40104.0,358.0,1624.0,6.0
100520,Poland,2020-07-20,40383.0,279.0,1627.0,3.0
100521,Poland,2020-07-21,40782.0,399.0,1636.0,9.0
100522,Poland,2020-07-22,41162.0,380.0,1642.0,6.0
100523,Poland,2020-07-23,41580.0,418.0,1651.0,9.0
100524,Poland,2020-07-24,42038.0,458.0,1655.0,4.0
100525,Poland,2020-07-25,42622.0,584.0,1664.0,9.0
100526,Poland,2020-07-26,43065.0,443.0,1671.0,7.0
100527,Poland,2020-07-27,43402.0,337.0,1676.0,5.0
100528,Poland,2020-07-28,43904.0,502.0,1682.0,6.0
100529,Poland,2020-07-29,44416.0,512.0,1694.0,12.0
100530,Poland,2020-07-30,45031.0,615.0,1709.0,15.0
100531,Poland,2020-07-31,45688.0,657.0,1716.0,7.0
100532,Poland,2020-08-01,46346.0,658.0,1721.0,5.0
100533,Poland,2020-08-02,46894.0,548.0,1731.0,10.0
100534,Poland,2020-08-03,47469.0,575.0,1732.0,1.0
100535,Poland,2020-08-04,48149.0,680.0,1738.0,6.0
100536,Poland,2020-08-05,48789.0,640.0,1756.0,18.0
100537,Poland,2020-08-06,49515.0,726.0,1774.0,18.0
100538,Poland,2020-08-07,50324.0,809.0,1787.0,13.0
100539,Poland,2020-08-08,51167.0,843.0,1800.0,13.0
100540,Poland,2020-08-09,51791.0,624.0,1807.0,7.0
100541,Poland,2020-08-10,52410.0,619.0,1809.0,2.0
100542,Poland,2020-08-11,52961.0,551.0,1821.0,12.0
100543,Poland,2020-08-12,53676.0,715.0,1830.0,9.0
100544,Poland,2020-08-13,54487.0,811.0,1844.0,14.0
100545,Poland,2020-08-14,55319.0,832.0,1858.0,14.0
100546,Poland,2020-08-15,56090.0,771.0,1869.0,11.0
100547,Poland,2020-08-16,56684.0,594.0,1877.0,8.0
100548,Poland,2020-08-17,57279.0,595.0,1885.0,8.0
100549,Poland,2020-08-18,57876.0,597.0,1896.0,11.0
100550,Poland,2020-08-19,58611.0,735.0,1913.0,17.0
100551,Poland,2020-08-20,59378.0,767.0,1925.0,12.0
100552,Poland,2020-08-21,60281.0,903.0,1938.0,13.0
100553,Poland,2020-08-22,61181.0,900.0,1951.0,13.0
100554,Poland,2020-08-23,61762.0,581.0,1955.0,4.0
100555,Poland,2020-08-24,62310.0,548.0,1960.0,5.0
100556,Poland,2020-08-25,63073.0,763.0,1977.0,17.0
100557,Poland,2020-08-26,63802.0,729.0,1994.0,17.0
100558,Poland,2020-08-27,64689.0,887.0,2010.0,16.0
100559,Poland,2020-08-28,65480.0,791.0,2018.0,8.0
100560,Poland,2020-08-29,66239.0,759.0,2032.0,14.0
100561,Poland,2020-08-30,66870.0,631.0,2033.0,1.0
100562,Poland,2020-08-31,67372.0,502.0,2039.0,6.0
100563,Poland,2020-09-01,67922.0,550.0,2058.0,19.0
100564,Poland,2020-09-02,68517.0,595.0,2078.0,20.0
100565,Poland,2020-09-03,69129.0,612.0,2092.0,14.0
100566,Poland,2020-09-04,69820.0,691.0,2100.0,8.0
100567,Poland,2020-09-05,70387.0,567.0,2113.0,13.0
100568,Poland,2020-09-06,70824.0,437.0,2120.0,7.0
100569,Poland,2020-09-07,71126.0,302.0,2124.0,4.0
100570,Poland,2020-09-08,71526.0,400.0,2136.0,12.0
100571,Poland,2020-09-09,71947.0,421.0,2147.0,11.0
100572,Poland,2020-09-10,72453.0,506.0,2159.0,12.0
100573,Poland,2020-09-11,73047.0,594.0,2169.0,10.0
100574,Poland,2020-09-12,73650.0,603.0,2182.0,13.0
100575,Poland,2020-09-13,74152.0,502.0,2188.0,6.0
100576,Poland,2020-09-14,74529.0,377.0,2203.0,15.0
100577,Poland,2020-09-15,75134.0,605.0,2227.0,24.0
100578,Poland,2020-09-16,75734.0,600.0,2237.0,10.0
100579,Poland,2020-09-17,76571.0,837.0,2253.0,16.0
100580,Poland,2020-09-18,77328.0,757.0,2270.0,17.0
100581,Poland,2020-09-19,78330.0,1002.0,2282.0,12.0
100582,Poland,2020-09-20,79240.0,910.0,2293.0,11.0
100583,Poland,2020-09-21,79988.0,748.0,2298.0,5.0
100584,Poland,2020-09-22,80699.0,711.0,2316.0,18.0
100585,Poland,2020-09-23,81673.0,974.0,2344.0,28.0
100586,Poland,2020-09-24,82809.0,1136.0,2369.0,25.0
100587,Poland,2020-09-25,84396.0,1587.0,2392.0,23.0
100588,Poland,2020-09-26,85980.0,1584.0,2424.0,32.0
100589,Poland,2020-09-27,87330.0,1350.0,2432.0,8.0
100590,Poland,2020-09-28,88636.0,1306.0,2447.0,15.0
100591,Poland,2020-09-29,89962.0,1326.0,2483.0,36.0
100592,Poland,2020-09-30,91514.0,1552.0,2513.0,30.0
100593,Poland,2020-10-01,93481.0,1967.0,2543.0,30.0
100594,Poland,2020-10-02,95773.0,2292.0,2570.0,27.0
100595,Poland,2020-10-03,98140.0,2367.0,2604.0,34.0
100596,Poland,2020-10-04,100074.0,1934.0,2630.0,26.0
100597,Poland,2020-10-05,102080.0,2006.0,2659.0,29.0
100598,Poland,2020-10-06,104316.0,2236.0,2717.0,58.0
100599,Poland,2020-10-07,107319.0,3003.0,2792.0,75.0
100600,Poland,2020-10-08,111599.0,4280.0,2867.0,75.0
100601,Poland,2020-10-09,116338.0,4739.0,2919.0,52.0
100602,Poland,2020-10-10,121638.0,5300.0,2972.0,53.0
100603,Poland,2020-10-11,125816.0,4178.0,3004.0,32.0
100604,Poland,2020-10-12,130210.0,4394.0,3039.0,35.0
100605,Poland,2020-10-13,135278.0,5068.0,3101.0,62.0
100606,Poland,2020-10-14,141804.0,6526.0,3217.0,116.0
100607,Poland,2020-10-15,149903.0,8099.0,3308.0,91.0
100608,Poland,2020-10-16,157608.0,7705.0,3440.0,132.0
100609,Poland,2020-10-17,167230.0,9622.0,3524.0,84.0
100610,Poland,2020-10-18,175766.0,8536.0,3573.0,49.0
100611,Poland,2020-10-19,183248.0,7482.0,3614.0,41.0
100612,Poland,2020-10-20,192539.0,9291.0,3721.0,107.0
100613,Poland,2020-10-21,202579.0,10040.0,3851.0,130.0
100614,Poland,2020-10-22,214686.0,12107.0,4019.0,168.0
100615,Poland,2020-10-23,228318.0,13632.0,4172.0,153.0
100616,Poland,2020-10-24,241946.0,13628.0,4351.0,179.0
100617,Poland,2020-10-25,253688.0,11742.0,4438.0,87.0
100618,Poland,2020-10-26,263929.0,10241.0,4483.0,45.0
100619,Poland,2020-10-27,280229.0,16300.0,4615.0,132.0
100620,Poland,2020-10-28,299049.0,18820.0,4849.0,234.0
100621,Poland,2020-10-29,319205.0,20156.0,5149.0,300.0
100622,Poland,2020-10-30,340834.0,21629.0,5351.0,202.0
100623,Poland,2020-10-31,362731.0,21897.0,5631.0,280.0
100624,Poland,2020-11-01,379902.0,17171.0,5783.0,152.0
100625,Poland,2020-11-02,395480.0,15578.0,5875.0,92.0
100626,Poland,2020-11-03,414844.0,19364.0,6102.0,227.0
100627,Poland,2020-11-04,439536.0,24692.0,6475.0,373.0
100628,Poland,2020-11-05,466679.0,27143.0,6842.0,367.0
100629,Poland,2020-11-06,493765.0,27086.0,7287.0,445.0
100630,Poland,2020-11-07,521640.0,27875.0,7636.0,349.0
100631,Poland,2020-11-08,546425.0,24785.0,7872.0,236.0
100632,Poland,2020-11-09,568138.0,21713.0,8045.0,173.0
100633,Poland,2020-11-10,593592.0,25454.0,8375.0,330.0
100634,Poland,2020-11-11,618813.0,25221.0,8805.0,430.0
100635,Poland,2020-11-12,641496.0,22683.0,9080.0,275.0
100636,Poland,2020-11-13,665547.0,24051.0,9499.0,419.0
100637,Poland,2020-11-14,691118.0,25571.0,10045.0,546.0
100638,Poland,2020-11-15,712972.0,21854.0,10348.0,303.0
100639,Poland,2020-11-16,733788.0,20816.0,10491.0,143.0
100640,Poland,2020-11-17,752940.0,19152.0,10848.0,357.0
100641,Poland,2020-11-18,772823.0,19883.0,11451.0,603.0
100642,Poland,2020-11-19,796798.0,23975.0,12088.0,637.0
100643,Poland,2020-11-20,819262.0,22464.0,12714.0,626.0
100644,Poland,2020-11-21,843475.0,24213.0,13288.0,574.0
100645,Poland,2020-11-22,861331.0,17856.0,13618.0,330.0
100646,Poland,2020-11-23,876333.0,15002.0,13774.0,156.0
100647,Poland,2020-11-24,909066.0,32733.0,14314.0,540.0
100648,Poland,2020-11-25,924422.0,15356.0,14988.0,674.0
100649,Poland,2020-11-26,941112.0,16690.0,15568.0,580.0
100650,Poland,2020-11-27,958416.0,17304.0,16147.0,579.0
100651,Poland,2020-11-28,973593.0,15177.0,16746.0,599.0
100652,Poland,2020-11-29,985075.0,11482.0,17029.0,283.0
100653,Poland,2020-11-30,990811.0,5736.0,17150.0,121.0
100654,Poland,2020-12-01,999924.0,9113.0,17599.0,449.0
100655,Poland,2020-12-02,1013747.0,13823.0,18208.0,609.0
100656,Poland,2020-12-03,1028610.0,14863.0,18828.0,620.0
100657,Poland,2020-12-04,1041846.0,13236.0,19359.0,531.0
100658,Poland,2020-12-05,1054273.0,12427.0,19861.0,502.0
100659,Poland,2020-12-06,1063449.0,9176.0,20089.0,228.0
100660,Poland,2020-12-07,1067870.0,4421.0,20181.0,92.0
100661,Poland,2020-12-08,1076180.0,8310.0,20592.0,411.0
100662,Poland,2020-12-09,1088346.0,12166.0,21160.0,568.0
100663,Poland,2020-12-10,1102096.0,13750.0,21630.0,470.0
100664,Poland,2020-12-11,1115201.0,13105.0,22174.0,544.0
100665,Poland,2020-12-12,1126700.0,11499.0,22676.0,502.0
100666,Poland,2020-12-13,1135676.0,8976.0,22864.0,188.0
100667,Poland,2020-12-14,1140572.0,4896.0,22960.0,96.0
100668,Poland,2020-12-15,1147446.0,6874.0,23309.0,349.0
100669,Poland,2020-12-16,1159901.0,12455.0,23914.0,605.0
100670,Poland,2020-12-17,1171854.0,11953.0,24345.0,431.0
100671,Poland,2020-12-18,1182864.0,11010.0,24771.0,426.0
100672,Poland,2020-12-19,1194110.0,11246.0,25254.0,483.0
100673,Poland,2020-12-20,1202700.0,8590.0,25397.0,143.0
100674,Poland,2020-12-21,1207333.0,4633.0,25474.0,77.0
100675,Poland,2020-12-22,1214525.0,7192.0,25783.0,309.0
100676,Poland,2020-12-23,1226883.0,12358.0,26255.0,472.0
100677,Poland,2020-12-24,1239998.0,13115.0,26752.0,497.0
100678,Poland,2020-12-25,1249079.0,9081.0,26992.0,240.0
100679,Poland,2020-12-26,1253957.0,4878.0,27061.0,69.0
100680,Poland,2020-12-27,1257799.0,3842.0,27118.0,57.0
100681,Poland,2020-12-28,1261010.0,3211.0,27147.0,29.0
100682,Poland,2020-12-29,1268634.0,7624.0,27454.0,307.0
100683,Poland,2020-12-30,1281414.0,12780.0,28019.0,565.0
100684,Poland,2020-12-31,1294878.0,13464.0,28554.0,535.0
100685,Poland,2021-01-01,1305774.0,10896.0,28956.0,402.0
100686,Poland,2021-01-02,1312780.0,7006.0,29058.0,102.0
100687,Poland,2021-01-03,1318562.0,5782.0,29119.0,61.0
100688,Poland,2021-01-04,1322947.0,4385.0,29161.0,42.0
100689,Poland,2021-01-05,1330543.0,7596.0,29502.0,341.0
100690,Poland,2021-01-06,1344763.0,14220.0,30055.0,553.0
100691,Poland,2021-01-07,1356882.0,12119.0,30241.0,186.0
100692,Poland,2021-01-08,1365645.0,8763.0,30574.0,333.0
100693,Poland,2021-01-09,1376389.0,10744.0,31011.0,437.0
100694,Poland,2021-01-10,1385522.0,9133.0,31189.0,178.0
100695,Poland,2021-01-11,1390385.0,4863.0,31264.0,75.0
100696,Poland,2021-01-12,1395779.0,5394.0,31593.0,329.0
100697,Poland,2021-01-13,1404905.0,9126.0,32074.0,481.0
100698,Poland,2021-01-14,1414362.0,9457.0,32456.0,382.0
100699,Poland,2021-01-15,1422320.0,7958.0,32844.0,388.0
100700,Poland,2021-01-16,1429612.0,7292.0,33213.0,369.0
100701,Poland,2021-01-17,1435582.0,5970.0,33355.0,142.0
100702,Poland,2021-01-18,1438914.0,3332.0,33407.0,52.0
100703,Poland,2021-01-19,1443804.0,4890.0,33698.0,291.0
100704,Poland,2021-01-20,1450747.0,6943.0,34141.0,443.0
100705,Poland,2021-01-21,1457755.0,7008.0,34561.0,420.0
100706,Poland,2021-01-22,1464448.0,6693.0,34908.0,347.0
100707,Poland,2021-01-23,1470879.0,6431.0,35253.0,345.0
100708,Poland,2021-01-24,1475445.0,4566.0,35363.0,110.0
100709,Poland,2021-01-25,1478119.0,2674.0,35401.0,38.0
100710,Poland,2021-01-26,1482722.0,4603.0,35665.0,264.0
100711,Poland,2021-01-27,1489512.0,6790.0,36054.0,389.0
100712,Poland,2021-01-28,1496665.0,7153.0,36443.0,389.0
100713,Poland,2021-01-29,1502810.0,6145.0,36780.0,337.0
